sort,Name,Sex,Color,Birth Year,Birth Month/Day,Birth Pack,Mother,Father,Birth Location,Current/Death Pack,Previous Packs,Death Year,Last seen,Death/Last Month/Day,Death Cause,Death/Last Location,Alt name,Translocated,on 2023 Wolf Chart?,Official Tree?,Book?,notes
0168,168,F,g,1998,April,Sheep Mountain,16F,34M,"Sheep Mountain Area, North of YNP",Sheep Mountain,-,1999,N/A,unknown,Legally Shot , Unknown,,,,Yes,Yes,
0169,169,?,?,1998,April,Sheep Mountain,16F,34M,"Sheep Mountain Area, North of YNP",Sheep Mountain,-,N/A,1998,unknown,N/A,"Sheep Mountain Area, North of YNP",,,,Yes,Yes,
0170,170,?,b,1998,April,Crystal Creek,5F,6M,"Pelican Valley, YNP",Crystal Creek,-,N/A,1999,unknown,N/A, Unknown,,,,Yes,Yes,
0171,171,?,b,1998,April,Crystal Creek,5F,6M,"Pelican Valley, YNP",Crystal Creek,-,N/A,1999,unknown,N/A, Unknown,,,,Yes,Yes,
0172,172,?,b,1998,April,Crystal Creek,5F,6M,"Pelican Valley, YNP",Crystal Creek,-,N/A,1999,unknown,N/A, Unknown,,,,Yes,Yes,
0173,173,?,b,1998,April,Crystal Creek,5F,6M,"Pelican Valley, YNP",Crystal Creek,-,N/A,1999,unknown,N/A, Unknown,,,,Yes,Yes,
0174,174,F,g,1998,April,Crystal Creek,5F,6M,"Pelican Valley, YNP",Mollie's,-,2004,N/A,December 12,Unknown,"Pelican Valley, YNP",,,,Yes,Yes,
0175,175,F,g,1998,April,Crystal Creek,5F,6M,"Pelican Valley, YNP",Mollie's,-,2003,N/A,March 7,Wolf,"Pelican Valley, YNP",,,,Yes,Yes,
0176,176,?,g,1998,April,Crystal Creek,5F,6M,"Pelican Valley, YNP",Crystal Creek,-,N/A,1999,unknown,N/A, Unknown,,,,Yes,Yes,
0177,177,?,g,1998,April,Crystal Creek,5F,6M,"Pelican Valley, YNP",Crystal Creek,-,N/A,1999,unknown,N/A, Unknown,,,,Yes,Yes,
0178,178,?,g,1998,April,Nez Perce,48F(?),29M(?),"Near Old Faithful, YNP",Nez Perce,-,N/A,1999,unknown,N/A, Unknown,,,,Yes,Yes,
0179,179,?,g,1998,April,Nez Perce,48F(?),29M(?),"Near Old Faithful, YNP",Nez Perce,-,N/A,1999,unknown,N/A, Unknown,,,,Yes,Yes,
0180,180,?,g,1998,April,Nez Perce,48F(?),29M(?),"Near Old Faithful, YNP",Nez Perce,-,N/A,1999,unknown,N/A, Unknown,,,,Yes,Yes,
0181,181,F,?,1998,April,Sheep Mountain,16F,34M,"Sheep Mountain Area, North of YNP",Sheep Mountain,-,N/A,1998,unknown,N/A, Unknown,,,,Yes,Yes,
0182,182,M,b,1999,April,Sheep Mountain,16F,165M (118M?),"Sheep Mountain Area, North of YNP",Sheep Mountain,-,1999,N/A,unknown,Legally Shot , Unknown,,,,Yes,Yes,
0183,183,F,b,1999,April,Sheep Mountain,16F,165M (118M?),"Sheep Mountain Area, North of YNP",Sheep Mountain,-,1999,N/A,unknown,Legally Shot , Unknown,,,,Yes,Yes,
0184,184,F,b,1999,April,Sheep Mountain,16F,165M (118M?),"Sheep Mountain Area, North of YNP",Sheep Mountain,-,1999,N/A,unknown,Legally Shot , Unknown,,,,Yes,Yes,
0185,185,M,g,1999,April,Chief Joseph,33F,34M,"Daly Creek Area, Northwest YNP",Chief Joseph,-,1999,N/A,unknown,Legally Shot , Unknown,,,,Yes,Yes,
0186,186,M,g,1999,April,Chief Joseph,33F,34M,"Daly Creek Area, Northwest YNP",Chief Joseph,-,1999,N/A,unknown,Legally Shot , Unknown,,,,Yes,Yes,
0187,187,F,b,1999,April,Chief Joseph,33F,34M,"Daly Creek Area, Northwest YNP",Chief Joseph,-,2000,N/A,April,Vehicle,"Roadway, Possibly Highway 191",,,,Yes,Yes,
0188,188,F,g,1999,April,Sheep Mountain,16F,165M (118M?),"Sheep Mountain Area, North of YNP",Sheep Mountain,-,2000,N/A,June 23,Legally Shot , Unknown,,,,Yes,Yes,
0189,189,M,g,1999,April,Sheep Mountain,16F,165M (118M?),"Sheep Mountain Area, North of YNP",Sheep Mountain,-,N/A,2000,unknown,N/A, Unknown,,,,Yes,Yes,
0190,190,F,b,1999,April,Rose Creek,18F (9F?),8M,"Little America, YNP",Rose Creek,-,N/A,2005,May ,N/A, Unknown,,,,Yes,Yes,
0191,191,M,g,1999,April,Nez Perce,48F,72M,"Madison-Firehole Area, YNP",None,-,2001,N/A,November 28,Legally Shot ,Outside of YNP,,,,Yes,Yes,
0192,192,M,g,1997,April,Rose Creek,18F,8M,"Little America, YNP",Bechler,Tower,2009,N/A,June 3,Natural (Old Age),"Bechler Area, Southwestern YNP",,,,Yes,Yes,
0193,193,M,b,1997,April,Rose Creek,18F,8M,"Little America, YNP",Mollie's,Crystal Creek,2007,N/A,April,Natural (Mange),"Pelican Valley, YNP",,,,Yes,Yes,
0194,194,M,b,1997,April,Rose Creek,18F,8M,"Little America, YNP",Specimen Ridge,Crystal Creek,2004,N/A,October 15,Natural,"Mirror Plateau, YNP",,,,Yes,Yes,
0197,197,F,b,1999,April,Sheep Mountain,16F,165M (118M?),"Sheep Mountain Area, North of YNP",Sheep Mountain,-,2000,N/A,May 25,Human (Handling), Unknown,,,,Yes,Yes,
0199,199,M,g,1999,April,Druid Peak,40F,21M,"Lamar Valley, YNP",Druid Peak,-,2000,N/A,unknown,Vehicle, Unknown,,,,Yes,Yes,
0200,200,F,b,1999,?,Teton,24F?,133M?,Location Unknown,Teton,-,N/A,1999,unknown,N/A,Unknown,,,,No,Yes,
0201,201,F,b,1999,April,Chief Joseph,33F,34M,"Daly Creek Area, Northwest YNP",Chief Joseph,-,N/A,2001,unknown,N/A, Unknown,,,,Yes,Yes,
0202,202,M,b,2000,April,Chief Joseph,33F,34M,"Cinnabar Basin, Montana, USA",Chief Joseph,-,N/A,2001,unknown,N/A, Unknown,,,,Yes,Yes,
0203,203,M,b,2000,April,Chief Joseph,33F,34M,"Cinnabar Basin, Montana, USA",Chief Joseph,-,N/A,2001,unknown,N/A, Unknown,,,,Yes,Yes,
0204,204,M,g,1999?,?,Chief Joseph ?,?,?,Location Unknown,None,Swan Lake,2005,N/A,April 5,Wolf, Unknown,,,,Yes,Yes,Possibly 114 or 116
0205,205,M,g,2000,April,Chief Joseph ?,?,?,"Swan Lake, Sepulcher Area, YNP",Swan Lake,-,N/A,2004,unknown,N/A, Unknown,,,,Yes,Yes,
0206,206,M,g,1999?,?,Chief Joseph ?,?,?,Location Unknown,None,Swan Lake,2004,N/A,March 24,Wolf, Unknown,,,,Yes,Yes,Possibly 114 or 116
0207,207,M,b,1999,April,Leopold,7F,2M,"Little America, YNP",Rose Creek,-,2003,N/A,September 2,Unknown, Unknown,,,,Yes,Yes,
0208,208,M,b,1999,April,Rose Creek,18F (9F?),8M,"Little America, YNP",Tower,-,2003,N/A,April 12,Unknown, Unknown,,,,Yes,Yes,
0209,209,F,b,2000,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0210,210,M,b,2000,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2002,unknown,N/A, Unknown,,,,Yes,Yes,
0211,211,M,g,2000,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Leopold,-,2003,N/A,January 21,Wolf, Unknown,,,,Yes,Yes,
0212,212,F,g,1999,April,Nez Perce,48F,72M,"Near Old Faithful, YNP",Nez Perce,-,2001,N/A,January 17,Human (Handling), Unknown,,,,Yes,Yes,
0213,213,F,g,2000,April,Nez Perce,48F,72M,"Madison-Firehole Area, YNP",None,-,N/A,2003,unknown,N/A, Unknown,,,,Yes,Yes,
0214,214,F,g,2000,April,Nez Perce,48F,72M,"Madison-Firehole Area, YNP",None,-,2004,N/A,January 23,Legally Shot ,"Near Pinedale, Wyoming",,,,Yes,Yes,
0215,215,M,g,2000,April,Nez Perce,48F,72M,"Madison-Firehole Area, YNP",None,-,2004,N/A,January 22,Illegally Shot , Unknown,,,,Yes,Yes,
0216,216,F,b,2000,April,Druid Peak,42F,21M,"Amethyst Creek Area, Lamar Valley, YNP",Druid Peak,-,N/A,2001,March ,N/A,"Lamar Valley, YNP",,,,Yes,Yes,
0217,217,F,g,2000,April,Druid Peak,40F,21M,"Amethyst Creek Area, Lamar Valley, YNP",Slough Creek,-,2004,N/A,January 10,Wolf, Unknown,,,,Yes,Yes,
0218,218,F,g,2000,April,Druid Peak,42F,21M,"Amethyst Creek Area, Lamar Valley, YNP",Geode Creek,"Agate Creek, Buffalo Fork",2002,N/A,unknown,Natural (Elk),"Geode Creek Area, YNP",,,,Yes,Yes,
0219,219,M,g,2000,April,Druid Peak,106F,21M,"Lamar Valley, YNP",Casey Lake,Sheep Mountain,2005,N/A,June 8,Natural (Mange),"Sheep Mountain Area, North of YNP",,,,Yes,Yes,
0220,220,F,g,2000,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Leopold,-,2003,N/A,August 7,Natural (Elk), Unknown,,,,Yes,Yes,
0221,221,M,b,1999,April,Druid Peak,40F,21M,"Lamar Valley, YNP",Druid Peak,-,N/A,2001,unknown,N/A, Unknown,,,,Yes,Yes,
0222,222,M,g,2000,April,Druid Peak,106F,21M,"Lamar Valley, YNP",Druid Peak,-,N/A,2001,March ,N/A,"Lamar Valley, YNP",,,,Yes,Yes,
0223,223,F,g,2000,April,Druid Peak,40F (42F? or 106F?),21M,"Lamar Valley, YNP",Druid Peak,-,N/A,2001,unknown,N/A, Unknown,,,,Yes,Yes,
0224,224,M,b,2000,April,Druid Peak,106F,21M,"Lamar Valley, YNP",Druid Peak,-,N/A,2001,March ,N/A,"Lamar Valley, YNP",,,,Yes,Yes,
0225,225,M,g,2000,April,Soda Butte,14F,120M,Southern YNP,Yellowstone Delta,-,N/A,2003,unknown,N/A, Unknown,,,,Yes,Yes,
0226,226,M,g,2000,April,Soda Butte,14F,120M,Southern YNP,Yellowstone Delta,-,N/A,2003,unknown,N/A, Unknown,,,,Yes,Yes,
0227,227,M,g,2000,April,Soda Butte,14F,120M,Southern YNP,Geode Creek,Yellowstone Delta,2005,N/A,March 27,Wolf (Leopold),"Geode Creek Area, YNP",,,,Yes,Yes,
0228,228,F,b,1999,?,Teton,24F?,133M?,Location Unknown,Teton,-,N/A,2003,unknown,N/A,Unknown,,,,No,Yes,
0229,229,M,b,1999,?,Teton,24F?,133M?,Location Unknown,Teton,-,N/A,2002,unknown,N/A,Unknown,,,,No,Yes,
0230,230,F,g,1999,April,Gros Ventre,137F,29M,Southeast Grand Teton National Park,Gros Ventre,-,2000,N/A,unknown,Legally Shot ,Grand Teton National Park Area,,,,Yes,Yes,
0231,231,M,b,2000,?,Sunlight Basin,41F,52M,Location Unknown,Sunlight Basin,-,N/A,2003,unknown,N/A,Unknown,,,,No,Yes,
0233,233,F,b,2000?,?,Washakie,?,?,Location Unknown,Washakie,-,N/A,2005,unknown,N/A,Unknown,,,,No,Yes,
0234,234,M,g,2001?,?,Sentinel,?,?,Location Unknown,Sentinel,-,N/A,2003,unknown,N/A,Unknown,,,,No,Yes,
0235,235,M,g,2001,?,Freezeout,153F,164M,Location Unknown,Freezeout,-,N/A,2001,unknown,N/A,Unknown,,,,No,Yes,Parents most likely incorrect
0236,236,M,b,2001?,?,Absaroka,?,?,Location Unknown,Absaroka,-,N/A,2003,unknown,N/A,Unknown,,,,No,Yes,
0238,238,F,g,2000,?,Taylor Peak,115F,Y250M,Location Unknown,Taylor Peak,-,N/A,2000,unknown,N/A,Unknown,,,,No,Yes,
0239,239,M,b,2002,?,Washakie,?,?,Location Unknown,Washakie,-,N/A,2002,unknown,N/A,Unknown,,,,No,Yes,
0240,240,M,b,2001,?,Absaroka,153F,164M,Location Unknown,Absaroka,-,N/A,2003,unknown,N/A,Unknown,,,,No,Yes,
0241,241,M,g,2001,?,Sheep Mountain,?,?,Location Unknown,Sheep Mountain,-,N/A,2003,unknown,N/A,Unknown,,,,No,Yes,
0242,242,F,g,2003?,?,Sheep Mountain,?,?,Location Unknown,Moccasin Lake,-,N/A,2005,unknown,N/A,Unknown,,,,No,Yes,
0243,243,M,b,2000?,?,?,?,?,Location Unknown,Yellowstone Delta,-,N/A,2003,unknown,N/A,"Thorofare, Southeastern YNP",,,,Yes,Yes,
0244,244,M,g,2000?,?,?,?,?,Location Unknown,Yellowstone Delta,-,N/A,2003,unknown,N/A,"Thorofare, Southeastern YNP",,,,Yes,Yes,
0245,245,M,b,2001,April,Yellowstone Delta,126F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2003,unknown,N/A, Unknown,,,,Yes,Yes,
0246,246,M,g,2001,April,Yellowstone Delta,126F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2003,unknown,N/A, Unknown,,,,Yes,Yes,
0247,247,M,g,2001,April,Yellowstone Delta,126F,?,"Thorofare, Southeastern YNP",Yellowstone Delta,-,N/A,2003,unknown,N/A, Unknown,,,,Yes,Yes,
0248,248,M,g,2001,April,Chief Joseph,33F,34M,"Southern Gallatin Mountains, Northwest YNP",Chief Joseph,-,N/A,2002,unknown,N/A, Unknown,,,,Yes,Yes,
0249,249,M,g,2000,April,Nez Perce,48F,72M,"Madison-Firehole Area, YNP",None,-,2004,N/A,March 12,Unknown,"Near Ennis, Montana",,,,Yes,Yes,
0251,251,F,b,2000,April,Druid Peak,40F,21M,"Lamar Valley, YNP",Agate Creek,-,2004,N/A,June 17,Natural, Unknown,,,,Yes,Yes,
0252,252,M,g,2000,April,Druid Peak,42F (40F? or 106F?),21M,"Amethyst Creek Area, Lamar Valley, YNP",Nez Perce,-,N/A,2002,unknown,N/A,"Firehole River Area, YNP",,,,Yes,Yes,
0253,253,M,b,2000,April,Druid Peak,42F (40F? or 106F?),21M,"Amethyst Creek Area, Lamar Valley, YNP",Elk Refuge,-,2008,N/A,March 28,Legally Shot ,"Near Daniel, Wyoming",Limpy,,,Yes,Yes,
0254,254,M,b,2000,April,Druid Peak,42F,21M,"Amethyst Creek Area, Lamar Valley, YNP",None,-,2002,N/A,March ,Natural,"Timothy Creek, Upper Lamar River, YNP",,,,Yes,Yes,
0255,255,F,b,2001,April,Druid Peak,103F,21M,"Lamar Valley, YNP",Druid Peak,-,2005,N/A,November 4,Natural (Distemper?),"Calfee Creek, Upper Lamar River Area, YNP",,,,Yes,Yes,
0256,256,M,b,2000,April,?,?,?,Location Unknown,Cougar Creek,-,N/A,2003,unknown,N/A, Unknown,,,,Yes,Yes,
0257,257,M,g,2000,April,?,?,?,Location Unknown,Gibbon Meadows,Cougar Creek,2005,N/A,October 1,Unknown, Unknown,,,,Yes,Yes,
0258,258,M,b,2000,April,?,?,?,Location Unknown,Gibbon Meadows,Cougar Creek,N/A,2010,unknown,N/A, Unknown,,,,Yes,Yes,
0259,259,F,b,2000,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Leopold,-,2003,N/A,April 21,Unknown, Unknown,,,,Yes,Yes,
0260,260,F,b,2001,April,Rose Creek,18F,?,"Hellroaring to Crevice Creek area, YNP",Rose Creek,-,2003,N/A,July 29,Unknown, Unknown,,,,Yes,Yes,
0261,261,M,g,2001,April,Mollie's,174F,193M,"Pelican Valley, YNP",Slough Creek,-,2004,N/A,June 8,Unknown, Unknown,,,,Yes,Yes,
0262,262,M,b,2001,April,Mollie's,174F,193M,"Pelican Valley, YNP",None,-,N/A,2002,unknown,N/A, Unknown,,,,Yes,Yes,
0263,263,M,b,2001?,?,Sunlight Basin,41F,52M,Location Unknown,Sunlight Basin,-,N/A,2003,unknown,N/A, Unknown,,,,No,Yes,
0267,267,M,b,2001?,?,Teton,?,?,Location Unknown,Teton,-,N/A,2001,unknown,N/A,Unknown,,,,No,Yes,
0268,268,F,b,2001?,?,Teton,?,?,Location Unknown,Teton,-,N/A,2001,unknown,N/A,Unknown,,,,No,Yes,
0269,269,M,g,2001?,?,Teton,?,?,Location Unknown,Teton,-,N/A,2001,unknown,N/A,Unknown,,,,No,Yes,
0270,270,M,g,2001?,?,Teton,?,?,Location Unknown,Teton,-,N/A,2001,unknown,N/A,Unknown,,,,No,Yes,
0271,271,F,g,2001?,?,?,?,?,Location Unknown,Mill Creek,-,N/A,2005,unknown,N/A,Unknown,,,,No,Yes,
0274,274,M,g,2001,?,Graybull,?,?,Location Unknown,Graybull,-,N/A,2003,unknown,N/A,Unknown,,,,No,Yes,
0275,275,M,g,2001?,?,?,?,?,Location Unknown,Carter Mountain,Graybull,N/A,2004,unknown,N/A,Unknown,,,,No,Yes,
0276,276,M,b,2001?,?,Washakie?,?,?,Location Unknown,Yellowstone Delta,-,N/A,2004,unknown,N/A,Unknown,,,,No,Yes,
0277,277,M,g,2003?,?,?,?,?,Location Unknown,Geode Creek,-,N/A,2005,unknown,N/A,Unknown,,,,No,Yes,
0279,279,F,b,2001?,?,Teton,?,?,Location Unknown,Teton,-,N/A,2003,unknown,N/A,Unknown,,,,No,Yes,
0280,280,M,b,2001?,?,Absaroka,?,?,Location Unknown,Absaroka,-,N/A,2003,unknown,N/A,Unknown,,,,No,Yes,
0282,282,M,b,2001?,?,?,?,?,Location Unknown,Washakie,-,N/A,2004,unknown,N/A,Unknown,,,,No,Yes,
0283,283,F,g,2002?,?,Lone Bear,?,?,Location Unknown,Lone Bear,-,N/A,2004,unknown,N/A,Unknown,,,,No,Yes,
0284,284,F,g,2002?,?,Lone Bear,?,?,Location Unknown,Lone Bear,-,N/A,2004,unknown,N/A,Unknown,,,,No,Yes,
0285,285,M,g,2001?,?,Lone Bear,?,?,Location Unknown,Lone Bear,-,N/A,2003,unknown,N/A,Unknown,,,,No,Yes,
0286,286,F,b,2002,April,Druid Peak,Half Black?,215M,"Lamar Valley, YNP",Druid Peak,-,N/A,2005,unknown,N/A, Unknown,,,,Yes,Yes,
0287,287,M,b,2001,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Hellroaring,-,2007,N/A,February 14,Wolf, Unknown,,,,Yes,Yes,
0288,288,F,g,2001,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Leopold,-,2006,N/A,January 1,Unknown, Unknown,,,,Yes,Yes,
0289,289,M,b,2001,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2003,unknown,N/A, Unknown,,,,Yes,Yes,
0290,290,F,g,2002,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Wedge,-,N/A,2005,unknown,N/A, Unknown,,,,Yes,Yes,probaly removed in 2006 for livestock depredation
0291,291,M,g,2002,April,Cougar Creek,151F,303M,"Madison Valley Area, YNP",Cougar Creek,-,N/A,2004,unknown,N/A, Unknown,,,,Yes,Yes,
0292,292,M,g,2001,April,Swan Lake,152F,206M,"Swan Lake Flat, YNP",Swan Lake,-,N/A,2003,unknown,N/A, Unknown,,,,Yes,Yes,
0293,293,F,g,2002,April,Swan Lake,152F,204M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,2004,N/A,June 1,Vehicle, Unknown,,,,Yes,Yes,
0294,294,M,g,1999?,?,?,?,?,Location Unknown,Geode Creek,-,2003,N/A,April 28,Natural (Elk),"Geode Creek Area, YNP",,,,Yes,Yes,
0295,295,M,g,2002,April,Agate Creek,103F,113M,"Antelope Creek Area, YNP",Swan Lake,-,N/A,2007,unknown,N/A,"Swan Lake Flats, YNP",,,,Yes,Yes,
0296,296,M,g,2001,April,Druid Peak,103F,21M,"Lamar Valley, YNP",Druid Peak,-,2003,N/A,March 8,Natural (Disease), Unknown,,,,Yes,Yes,
0300,300,M,b,2002?,?,Druid Peak?,?,?,Location Unknown,Geode Creek,-,N/A,2003,unknown,N/A, Unknown,,,,No,Yes,
0301,301,M,b,2001,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",None,-,N/A,2003,unknown,N/A, Unknown,,,,Yes,Yes,
0302,302,M,b,2000,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Blacktail,Druid Peak,2009,N/A,October 8,Wolf (Quadrant),"Western Blacktail Deer Plateau Area, NYP",,,,Yes,Yes,
0303,303,M,b,2001?,?,?,?,?,Location Unknown,Cougar Creek,-,N/A,2008,unknown,N/A, Unknown,,,,Yes,Yes,
0304,304,M,b,2001?,?,Cougar Creek,151F,256M,Location Unknown,Gibbon Meadows,-,N/A,2005,unknown,N/A, Unknown,,,,Yes,Yes,
0305,305,M,g,2002,April,Nez Perce,48F,72M,"Near Old Faithful, YNP",Nez Perce,-,N/A,2006,unknown,N/A, Unknown,,,,Yes,Yes,
0306,306,F,g,2002,April,Nez Perce,48F,72M,"Near Old Faithful, YNP",Nez Perce,-,N/A,2006,unknown,N/A, Unknown,,,,Yes,Yes,
0309,309,F,g,2002,?,?,?,?,Location Unknown,?,-,2003,N/A,February 4,Wolf,"Near Old Faithful, YNP",,,,No,Yes,
0318,318,M,g,2002?,?,?,?,?,Location Unknown,Owl Creek,-,N/A,2004,unknown,N/A,Unknown,,,,No,Yes,
0323,323,F,g,2002?,?,?,?,?,Location Unknown,Sheep Mountain Subgroup,-,N/A,2004,unknown,N/A,Unknown,,,,No,Yes,
0326,326,F,g,2002?,?,?,?,?,Location Unknown,?,-,N/A,2004,unknown,N/A,Moccasin Lake,,,,No,Yes,
0327,327,F,g,2002?,?,?,?,?,Location Unknown,Chief Joseph,-,2005,N/A,Feburary 7,Natural (Mange),Unknown,,,,No,Yes,
0329,329,F,g,2002?,?,?,?,?,Location Unknown,Daniel,-,N/A,2004,unknown,N/A,Unknown,,,,No,Yes,
0331,331,M,g,2002?,?,?,?,?,Location Unknown,Daniel,-,N/A,2004,unknown,N/A,Unknown,,,,No,Yes,
0332,332,M?,g,2002?,?,?,?,?,Location Unknown,Sheep Mountain,-,2004,N/A,September 10,Legally Shot ,Unknown,,,,No,Yes,Records confused as to sex
0340,340,F,g,2000,April,Nez Perce,48F,72M,"Madison-Firehole Area, YNP",Biscuit Basin,-,N/A,2007,unknown,N/A, Unknown,,,,Yes,Yes,
0341,341,F,g,2002,April,Nez Perce,48F,72M,"Near Old Faithful, YNP",Nez Perce,-,N/A,2005,unknown,N/A, Unknown,,,,Yes,Yes,
0342,342,F,g,2003,April,Nez Perce,48F,72M,"Firehole River Area, YNP",Nez Perce,-,2004,N/A,May 19,Unknown, Unknown,,,,Yes,Yes,
0343,343,M,b,2003,April,Mollie's,174F,193M,"Pelican Valley, YNP",Mollie's,-,2005,N/A,January 8,Unknown, Unknown,,,,Yes,Yes,
0344,344,F,b,2002,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2003,unknown,N/A, Unknown,,,,Yes,Yes,
0345,345,F,g,2002,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Leopold,-,N/A,2006,unknown,N/A, Unknown,,,,Yes,Yes,
0346,346,?,g,2003,April,Druid Peak,42F,21M,"Lamar Valley, YNP",Druid Peak,-,2003,N/A,July 27,Unknown,"Lamar Valley, YNP",,,,Yes,Yes,
0347,347,M,g,2002,April,Swan Lake,152F,206M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,2003,N/A,November 15,Wolf, Unknown,,,,Yes,Yes,
0348,348,M,g,2003,April,Druid Peak,42F,21M,"Lamar Valley, YNP",None,-,2007,N/A,May 8,Unknown, Unknown,,,,Yes,Yes,
0349,349,M,b,2003,April,Druid Peak,255F,302M,"Lamar Valley, YNP",None,-,2005,N/A,January 26,Human, Unknown,,,,Yes,Yes,
0350,350,M,b,2003,April,Druid Peak,42F,21M,"Lamar Valley, YNP",None,-,N/A,2004,March ,N/A,"Lamar Valley Area, YNP",,,,Yes,Yes,
0351,351,M,g,2003,April,Geode Creek,106F,294M,"Geode Creek Area, Northern YNP",Geode Creek,-,2004,N/A,February 4,Human, Unknown,,,,Yes,Yes,
0352,352,M,g,2001,April,Druid Peak,106F,21M,"Lamar Valley, YNP",None,Geode Creek,2005,N/A,November 1,Natural (Mange),"Moccasin, Judith Basin, Montana",,,,Yes,Yes,
0353,353,F,b,2001,April,Druid Peak,106F,21M,"Lamar Valley, YNP",Hellroaring,Geode Creek,N/A,2007,unknown,N/A,"Hellroaring Creek Area, YNP",,,,Yes,Yes,
0354,354,M,g,2001,April,Swan Lake,152F,206M,"Swan Lake Flat, YNP",Swan Lake,-,N/A,2005,unknown,N/A, Unknown,,,,Yes,Yes,
0355,355,F,g,2002,April,Swan Lake,152F,206M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,2005,N/A,July 26,Unknown,"Gardner's Hole/Swan Lake Flat Area, YNP",,,,Yes,Yes,
0356,356,M,g,2002,April,Swan Lake,152F,204M,"Gardner's Hole/Swan Lake Flat Area, YNP",None,-,2005,N/A,January 8,Wolf (Leopold?), Unknown,,,,Yes,Yes,
0359,359,F,g,2002?,?,?,?,?,Location Unknown,Carter Mountain,-,N/A,2005,unknown,N/A, Unknown,,,,No,Yes,
0360,360,F,b,2002?,?,Sunlight Basin,41F,52M,Location Unknown,Sunlight Basin,-,N/A,2005,unknown,N/A, Unknown,,,,No,Yes,
0361,361,M,b,2003,April,Druid Peak,255F,302M,"Lamar Valley, YNP",Druid Peak,-,2003,N/A,December 9,Wolf, Unknown,,,,Yes,Yes,
0363,363,?,g,2003,April,Swan Lake,152F,206M,"Gardner's Hole/Swan Lake Flat Area, YNP",Swan Lake,-,2003,N/A,December 6,Unknown,"Gardner's Hole/Swan Lake Flat Area, YNP",,,,Yes,Yes,
0370,370,F,b,2002?,?,Sunlight Basin,41F,52M,Location Unknown,Sunlight Basin,-,N/A,2005,unknown,N/A, Unknown,,,,No,Yes,
0371,371,F,b,2002?,?,Sunlight Basin,41F,52M,Location Unknown,Sunlight Basin,-,N/A,2005,unknown,N/A, Unknown,,,,No,Yes,
0372,372,F,b,2002?,?,Sunlight Basin,41F,52M,Location Unknown,Owl Creek,-,N/A,2005,unknown,N/A, Unknown,,,,No,Yes,
0373,373,M,g,2003,April,Druid Peak,42F,21M,"Lamar Valley, YNP",None,-,N/A,2004,March ,N/A,"Lamar Valley Area, YNP",,,,Yes,Yes,
0374,374,M,b,2003,April,Druid Peak,?,302M,"Lamar Valley, YNP",Geode Creek,-,N/A,2005,unknown,N/A, Unknown,,,,Yes,Yes,
0375,375,F,b,2003,April,Druid Peak,?,302M,"Lamar Valley, YNP",Druid Peak,-,2005,N/A,February 10,Wolf (Slough Creek),"Lamar Valley, YNP",,,,Yes,Yes,
0376,376,F,g,2002,April,Druid Peak,42F,21M,"Lamar Valley, YNP",None,-,N/A,2004,March ,N/A,"Lamar Valley, YNP",,,,Yes,Yes,
0377,377,M,g,2002?,?,?,?,?,Location Unknown,Slough Creek,-,2006,N/A,April 28,Wolf (Unknown),"Slough Creek, YNP",,,,Yes,Yes,Unknown was the name given to a pack of wolves with unknown origins that attacked the Slough Creek pack in 2006
0378,378,M,g,2001,April,Druid Peak or Mollie's,?,?,Location Unknown,Mollie's,Slough Creek,N/A,2006,unknown,N/A, Unknown,,,,Yes,Yes,
0379,379,M,b,2000,April,Druid Peak or Mollie's,?,?,"Pelican Valley, YNP",Mollie's,Slough Creek,2005,N/A,November 2,Natural (Elk/Bison),"Pelican Valley, YNP",,,,Yes,Yes,
0380,380,F,b,2003,April,Slough Creek,Black Female,261M,"Slough Creek Area, YNP",Slough Creek,-,2008,N/A,September 6,Wolf?, Unknown,,,,Yes,Yes,
0381,381,M,b,2002,April,Leopold,7F,2M,"Blacktail Deer Plateau, YNP",Leopold,-,2005,N/A,July 17,Unknown, Unknown,,,,Yes,Yes,
